_id,issuance_agency_id,uen,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,registration_incorporation_date,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,no_of_charges,primary_ssic_code,primary_ssic_description,primary_user_described_activity,secondary_ssic_code,secondary_ssic_description,secondary_user_described_activity,no_of_officers,former_entity_name1,former_entity_name2,former_entity_name3,former_entity_name4,former_entity_name5,former_entity_name6,former_entity_name7,former_entity_name8,former_entity_name9,former_entity_name10,former_entity_name11,former_entity_name12,former_entity_name13,former_entity_name14,former_entity_name15,paid_up_capital1_currency,paid_up_capital1_ordinary,paid_up_capital1_preference,paid_up_capital1_others,paid_up_capital2_currency,paid_up_capital2_ordinary,paid_up_capital2_preference,paid_up_capital2_others,paid_up_capital3_currency,paid_up_capital3_ordinary,paid_up_capital3_preference,paid_up_capital3_others,paid_up_capital4_currency,paid_up_capital4_ordinary,paid_up_capital4_preference,paid_up_capital4_others,paid_up_capital5_currency,paid_up_capital5_ordinary,paid_up_capital5_preference,paid_up_capital5_others,paid_up_capital6_currency,paid_up_capital6_ordinary,paid_up_capital6_preference,paid_up_capital6_others,paid_up_capital7_currency,paid_up_capital7_ordinary,paid_up_capital7_preference,paid_up_capital7_others,paid_up_capital8_currency,paid_up_capital8_ordinary,paid_up_capital8_preference,paid_up_capital8_others,paid_up_capital9_currency,paid_up_capital9_ordinary,paid_up_capital9_preference,paid_up_capital9_others,paid_up_capital10_currency,paid_up_capital10_ordinary,paid_up_capital10_preference,paid_up_capital10_others,uen_of_audit_firm1,name_of_audit_firm1,uen_of_audit_firm2,name_of_audit_firm2,uen_of_audit_firm3,name_of_audit_firm3,uen_of_audit_firm4,name_of_audit_firm4,uen_of_audit_firm5,name_of_audit_firm5
144,ACRA,201414620N,"LARIMAR CO., PTE. LTD.",Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2014-05-21T14:56:37,2014-05-22T00:00:00,LOCAL,10,ANSON ROAD,26,02,INTERNATIONAL PLAZA,79903,na,na,2017-09-01T00:00:00,2017-05-31T00:00:00,0,52222,SHIPPING AGENCIES (FREIGHT),na,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES (GENERAL),na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
145,ACRA,T15LL1322A,LA VIGNE D'OR LLP,LLP,na,na,na,Live,2015-08-12T00:00:00,2015-08-12T00:00:00,LOCAL,33,MOSQUE STREET,03,01,na,59511,na,na,na,na,0,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),TRADING OF WINES & LIQUORS,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
146,ACRA,201221980R,LLAO LLAO ASIA PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2012-09-05T16:59:08,2012-09-06T00:00:00,LOCAL,350,ORCHARD ROAD,14,01,SHAW HOUSE,238868,na,na,2017-06-30T00:00:00,2016-12-31T00:00:00,0,56129,OTHER FOOD AND BEVERAGE SERVING PREMISES N.E.C.,ICE-CREAM FRANCHISING,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,176000,0,0,USD,0,17167,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
147,ACRA,201100012C,LUCKY STAR PETROL PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2011-01-01T00:03:49,2011-01-02T00:00:00,LOCAL,190,MIDDLE ROAD,19,05,FORTUNE CENTRE,188979,na,na,2014-06-16T00:00:00,2013-12-31T00:00:00,0,47320,"RETAIL SALE OF AUTOMOTIVE FUEL (EG PETROL KIOSKS, CNG REFILLING STATIONS)",na,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
148,ACRA,53340252B,LA ENTERPRISE,Business,Sole Proprietor,na,na,Cancelled (Non-Renewal),2016-06-25T11:45:46,2016-06-25T00:00:00,LOCAL,331,JURONG EAST AVENUE 1,10,1736,na,600331,na,na,na,na,0,49219,PASSENGER LAND TRANSPORT N.E.C. (EG PRIVATE CARS FOR HIRE WITH OPERATOR AND TRISHAWS),na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
149,ACRA,198501966E,LI JIE CONSTRUCTION PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,1985-09-14T00:00:00,2008-09-10T00:00:00,LOCAL,1,BUKIT BATOK CRESCENT,05,46/47,WCEGA PLAZA,658064,na,na,2016-10-10T00:00:00,2015-12-31T00:00:00,7,41009,BUILDING CONSTRUCTION N.E.C.,CONSTRUCTION & CIVIL ENGINEERING,na,na,na,2,GUAN KIAT PTE LTD,STL DEVELOPMENT CONSTRUCTION PTE LTD,STL CONSTRUCTION PTE. LTD.,na,na,na,na,na,na,na,na,na,na,na,na,SGD,2000000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
150,ACRA,201210175G,LCC&A (IP) PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2012-04-24T18:05:22,2012-04-25T00:00:00,LOCAL,30,CECIL STREET,19,08,PRUDENTIAL TOWER,49712,na,na,2017-09-12T00:00:00,2017-03-31T00:00:00,0,70209,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES N.E.C.,MARKETING FOR LCC&A MALAYSIA & BRANDING CONSULTANCY,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,50000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
151,ACRA,199104843M,LEE KUAN YEW SCHOLARSHIP FUND,Local Company,na,PUBLIC COMPANY LIMITED BY GUARANTEE,na,Live Company,1991-09-26T00:00:00,2008-09-10T00:00:00,LOCAL,100,VICTORIA STREET,08,01,NATIONAL LIBRARY BUILDING,188064,na,na,2017-06-01T00:00:00,2016-12-31T00:00:00,0,88999,OTHER SOCIAL SERVICES WITHOUT ACCOMMODATION N.E.C.,TO MANAGE SCHOLARSHIP FUND FOR THE PURPOSE OF AWARDING SCHOLARSHIPS,na,na,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
152,ACRA,197402184Z,LEEDEN INTERNATIONAL PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,1974-12-12T00:00:00,2008-09-09T00:00:00,LOCAL,1,SHIPYARD ROAD,na,na,na,628128,na,na,2017-03-22T00:00:00,2016-03-31T00:00:00,2,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES (GENERAL),PROVISION OF MANAGEMENT SERVICES,na,na,na,4,DAH YUNG (S) TRADING PTE. LTD.,CAUSEWAY INDUSTRIAL GASES PTE LTD,AMERICAN DYNAMICS HOLDINGS PTE LTD,LEEDEN HOLDINGS PTE. LTD.,na,na,na,na,na,na,na,na,na,na,na,SGD,8000000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
153,ACRA,T17LL1785D,LUXERICH LLP,LLP,na,na,na,Live,2017-09-12T12:51:28,2017-09-12T00:00:00,LOCAL,541,ORCHARD ROAD,21,01/02,LIAT TOWERS,238881,na,na,na,na,0,47721,RETAIL SALE OF COSMETICS AND TOILETRIES (INCLUDING SKIN CARE PRODUCTS),"RETAIL OF COSMETICS, TOILETRIES AND SKINCARE PRODUCTS",na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
154,ACRA,52905338A,LECRANE AIRCONDITIONING SERVICES,Business,Sole Proprietor,na,na,Live,1999-10-28T00:00:00,2008-09-11T00:00:00,LOCAL,10,ANSON ROAD,05,16,INTERNATIONAL PLAZA,79903,na,na,na,na,0,95220,"REPAIR OF DOMESTIC ELECTRICAL/ELECTRONIC APPLIANCES EXCEPT AUDIO AND VIDEO EQUIPMENT (EG REFRIGERATORS, WASHING MACHINES AND ROOM AIR-CONDITIONERS)",na,43210,ELECTRICAL WORKS,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
155,ACRA,201210075M,LIAN TONG INVESTMENT PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2012-04-23T18:26:51,2012-04-24T00:00:00,LOCAL,20,BUKIT BATOK CRESCENT,07,07,ENTERPRISE CENTRE,658080,na,na,2017-09-12T00:00:00,2017-03-31T00:00:00,1,64202,OTHER HOLDING COMPANIES,na,68109,REAL ESTATE ACTIVITIES WITH OWN OR LEASED PROPERTY N.E.C.,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,150000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
156,ACRA,44501100M,LAI SHUN WELDING SHOP,Business,Sole Proprietor,na,na,Ceased Registration,1991-05-07T00:00:00,2008-09-10T00:00:00,LOCAL,3006,UBI ROAD 1,04,358,NULL,408700,na,na,na,na,0,28300,"INSTALLATION OF INDUSTRIAL MACHINERY AND EQUIPMENT, MECHANICAL ENGINEERING WORKS",na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
157,ACRA,201525986W,LAO-SIN INTERNATIONAL PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Struck Off,2015-06-15T17:40:39,2015-06-16T00:00:00,LOCAL,25,INTERNATIONAL BUSINESS PARK,03,11,GERMAN CENTRE,609916,na,na,na,na,0,64202,OTHER HOLDING COMPANIES,na,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,50000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
158,ACRA,201622901R,LCS CREATIVE PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Struck Off,2016-08-22T15:32:09,2016-08-22T00:00:00,LOCAL,11,WOODLANDS CLOSE,03,24,WOODLANDS 11,737853,na,na,na,na,0,47910,RETAIL SALE VIA INTERNET,na,47992,"OTHER RETAIL SALE NOT IN STORES, STALLS OR MARKETS (EG SALE VIA DOOR-TO-DOOR CANVASSING, MAIL ORDER HOUSES, TV)",na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
159,ACRA,200703399H,LINEAR INVESTMENTS PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Struck Off,2007-03-01T17:28:20,2008-09-13T00:00:00,LOCAL,10,ANSON ROAD,03,05,INTERNATIONAL PLAZA,79903,na,na,2016-06-01T00:00:00,2015-12-31T00:00:00,0,64202,OTHER HOLDING COMPANIES,na,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,5,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
160,ACRA,201311888N,LYNX ENERGY E&P PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Struck Off,2013-05-02T18:23:52,2013-05-03T00:00:00,LOCAL,12,MARINA BOULEVARD,16,02,MARINA BAY FINANCIAL CENTRE,18982,na,na,2016-06-07T00:00:00,2015-12-31T00:00:00,0,64202,OTHER HOLDING COMPANIES,na,na,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,USD,100000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
161,ACRA,53268979L,LAM PHOTOGRAPHY SERVICES,Business,Sole Proprietor,na,na,Live,2014-07-30T10:41:18,2014-07-31T00:00:00,LOCAL,2,BUKIT BATOK STREET 24,09,10,SKYTECH,659480,na,na,na,na,0,74201,PHOTO TAKING SERVICES (EG PORTRAIT OR STUDIO PHOTOGRAPHY),na,na,na,na,1,LAM WEDDING PHOTOGRAPHY,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
162,ACRA,198900759N,LINEAR TECHNOLOGY PTE LTD,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,1989-02-25T00:00:00,2008-09-10T00:00:00,LOCAL,1,MARINA BOULEVARD,28,00,ONE MARINA BOULEVARD,18989,na,na,2016-12-30T00:00:00,2016-07-03T00:00:00,0,26113,ASSEMBLY AND TESTING OF SEMICONDUCTORS,TESTING & DESIGN OF LINEAR INTEGRATED CIRCUITS,na,na,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,7909369,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
163,ACRA,198202837H,L & G GUNITE CONSTRUCTION PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,1982-07-03T00:00:00,2008-09-09T00:00:00,LOCAL,25,CHANGI SOUTH STREET 1,na,na,SB BUILDING,486059,na,na,2017-08-29T00:00:00,2016-12-31T00:00:00,0,41009,BUILDING CONSTRUCTION N.E.C.,na,41009,BUILDING CONSTRUCTION N.E.C.,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,130000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
164,ACRA,200819191M,LANOPRO PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2008-10-02T09:55:02,2008-12-16T00:00:00,LOCAL,112,ROBINSON ROAD,12,01,ROBINSON 112,68902,na,na,2017-06-30T00:00:00,2016-12-31T00:00:00,0,64202,OTHER HOLDING COMPANIES,na,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,4244204,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
165,ACRA,201404425C,LANCIA CONSULT CLOUD SERVICES PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2014-02-17T18:11:20,2014-02-18T00:00:00,LOCAL,50,RAFFLES PLACE,30,00,SINGAPORE LAND TOWER,48623,na,na,2017-08-29T00:00:00,2016-12-31T00:00:00,0,62022,SOFTWARE CONSULTANCY,na,62090,OTHER INFORMATION TECHNOLOGY AND COMPUTER SERVICE ACTIVITIES (EG DISASTER RECOVERY SERVICES),na,4,CLARILITY PTE. LTD.,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,615100,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
166,ACRA,53270901B,LADY BEEBUZZ,Business,Sole Proprietor,na,na,Live,2014-08-18T15:23:48,2014-08-19T00:00:00,LOCAL,417A,FERNVALE LINK,15,186,FERNVALE RIVERWALK,791417,na,na,na,na,0,47714,"RETAIL SALE OF BAGS, LUGGAGE AND TRAVEL ACCESSORIES",RETAILER OF BAGS,47711,RETAIL SALE OF WEARING APPAREL FOR ADULTS,RETAILER OF BAGS,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
167,ACRA,200815654C,LOTTE SHOPPING HOLDINGS (SINGAPORE) PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2008-08-08T10:04:14,2008-09-13T00:00:00,LOCAL,600,NORTH BRIDGE ROAD,23,01,PARKVIEW SQUARE,188778,na,na,2017-06-30T00:00:00,2016-12-31T00:00:00,0,64202,OTHER HOLDING COMPANIES,na,na,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,USD,539738131,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
168,ACRA,53338905D,LUTHER'S CAR SERVICE,Business,Sole Proprietor,na,na,Cancelled (Non-Renewal),2016-06-07T09:23:29,2016-06-07T00:00:00,LOCAL,21,PUNGGOL FIELD WALK,11,14,WATERWOODS,828749,na,na,na,na,0,49219,PASSENGER LAND TRANSPORT N.E.C. (EG PRIVATE CARS FOR HIRE WITH OPERATOR AND TRISHAWS),na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
169,ACRA,T17LP0020H,L CATTERTON ASIA 3 SING LP,LP,na,na,na,Live,2017-02-02T22:26:08,2017-02-02T00:00:00,LOCAL,1,KIM SENG PROMENADE,18,07/12,GREAT WORLD CITY,237994,na,na,na,na,0,64300,"TRUSTS, FUNDS AND SIMILAR FINANCIAL ENTITIES (EG COLLECTIVE PORTFOLIO INVESTMENT FUNDS (EXCLUDING THOSE WITH RENTAL INCOME)) ",na,na,na,na,10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
170,ACRA,201532093R,LHY HARDWARE & ENGINEERING PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2015-08-18T12:17:00,2015-08-19T00:00:00,LOCAL,7030,ANG MO KIO AVENUE 5,02,12,NORTHSTAR @ AMK,569880,na,na,2017-03-31T00:00:00,2016-12-31T00:00:00,0,46551,WHOLESALE OF MARINE EQUIPMENT AND ACCESSORIES (INCLUDING MARINE NAVIGATIONAL EQUIPMENT AND RADAR),(SALES OF MARINE VALVE AND STEEL STRUCTURES),46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),(GENERAL HARDWARE),2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,20000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
171,ACRA,53315290M,LIN LIN TUINA,Business,Sole Proprietor,na,na,Live,2015-09-02T20:53:39,2015-09-03T00:00:00,LOCAL,85,LORONG 4 TOA PAYOH,01,308,TOA PAYOH PEAKVIEW,310085,na,na,na,na,0,96024,MASSAGE PARLOURS AND FOOT REFLEXOLOGY,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
172,ACRA,201721128H,LIKEWISE MEDIA PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2017-07-27T07:43:47,2017-07-27T00:00:00,LOCAL,195,PEARL'S HILL TERRACE,02,33,na,168976,na,na,na,na,0,73100,ADVERTISING ACTIVITIES,ONLINE DIGITAL MARKETING,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,10000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
173,ACRA,200811696H,LICHTMANZ PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2008-06-13T15:26:45,2008-09-13T00:00:00,LOCAL,718,JURONG WEST STREET 71,06,97,na,640718,na,na,2017-08-31T00:00:00,2017-07-31T00:00:00,0,46459,WHOLESALE OF HANDICRAFTS AND FANCY GOODS N.E.C.,"CANDLE MAKING, RETAIL AND RENTAL INCORPORATED WITH FLORAL ARRANGEMENTS",na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
174,ACRA,201333853K,LM HANDLING PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2013-12-17T15:01:25,2013-12-18T00:00:00,LOCAL,107,TUAS SOUTH AVENUE 8,na,na,ACTEON SINGAPORE OPERATIONS CTR,637036,na,na,2017-08-29T00:00:00,2016-12-31T00:00:00,0,71129,ENGINEERING DESIGN AND CONSULTANCY ACTIVITIES N.E.C.,na,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,50000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
175,ACRA,201020905E,LU-MINATION CONSULTING PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2010-10-01T11:43:47,2010-10-02T00:00:00,LOCAL,25,ANG MO KIO AVENUE 9,17,13,NUOVO,569788,na,na,2014-03-31T00:00:00,2013-06-30T00:00:00,0,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES (GENERAL),BUSINESS & MANAGEMENT CONSULTANCY SERVICES,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
176,ACRA,200911304M,LARVADESIGN PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2009-06-23T18:48:28,2009-06-24T00:00:00,LOCAL,30,CECIL STREET,19,08,PRUDENTIAL TOWER,49712,na,na,2014-07-14T00:00:00,2013-12-31T00:00:00,0,64202,OTHER HOLDING COMPANIES,na,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),na,4,KEWASAN TAMAN PTE. LTD.,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
177,ACRA,201535727C,LITTLE 2 BOSSES PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2015-09-25T18:27:28,2015-09-26T00:00:00,LOCAL,290,ORCHARD ROAD,18,11/12,THE PARAGON,238859,na,na,2017-09-11T00:00:00,2016-08-31T00:00:00,0,96022,"BEAUTY SALONS AND SPAS (INCLUDING SLIMMING, SKIN CARE AND HAIR CARE CENTRES)",na,96021,HAIRDRESSING SALONS/SHOPS (INCLUDING BARBER SHOPS),na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,50000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
178,ACRA,201419178N,LUXAVIATION ASIA PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2014-07-01T17:26:39,2014-07-02T00:00:00,LOCAL,133,NEW BRIDGE ROAD,17,01,CHINATOWN POINT,59413,na,na,2017-09-19T00:00:00,2015-12-31T00:00:00,0,51005,AIRCRAFT CHARTERING WITH OPERATOR,AIRCRAFT CHARTERING,79102,TRAVEL AGENCIES AND TOUR OPERATORS (MAINLY OUTBOUND),TRAVEL AGENCIES AND TOUR OPERATORS (MAINLY OUTBOUND),5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,150000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
